legal_articles,legal_violation_categories,violation_keywords,is_generic,before_legal_categories,reason_ai,original_big_category,remove_reason
《公共场所卫生管理条例》第十四条第一款第四项;,卫生健康,ai,True,<泛类型>,依据公共场所卫生管理条例，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例》第十四条第一款第四项;
《公共场所卫生管理条例》第十四条第一款第（一）项,卫生健康,ai,True,<泛类型>,公共场所卫生管理条例，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例》第十四条第一款第（一）项
《公共场所卫生管理条例》第十四条第一款第（一）项、,卫生健康,ai,True,<泛类型>,系公共场所卫生管理领域规定。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例》第十四条第一款第（一）项、
《公共场所卫生管理条例》第十四条第一款第（二）项;,卫生健康,ai,True,<泛类型>,公共场所卫生管理规范，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例》第十四条第一款第（二）项;
《公共场所卫生管理条例》第十四条第一款第（二）项、,卫生健康,ai,True,<泛类型>,《公共场所卫生管理条例》属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例》第十四条第一款第（二）项、
《公共场所卫生管理条例》第十四条第一款第（四）项,卫生健康,ai,True,<泛类型>,公共场所卫生管理事项，属医疗卫生。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例》第十四条第一款第（四）项
《公共场所卫生管理条例》第十四条第一款（二）、,卫生健康,ai,True,<泛类型>,依据公共场所卫生管理条例属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例》第十四条第一款（二）、
《公共场所卫生管理条例》第四条第一款、第八条;,卫生健康,ai,True,<泛类型>,依据公共场所卫生管理条例，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例》第四条第一款、第八条;
《公共场所卫生管理条例》第四条第一款、第八条及,卫生健康,ai,True,<泛类型>,属公共场所卫生管理领域。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例》第四条第一款、第八条及
《公共场所卫生管理条例实施细则》,卫生健康,ai,True,<泛类型>,依据公共场所卫生管理条例，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》
《公共场所卫生管理条例实施细则》第三十七条第(七)项的规定,卫生健康,ai,True,<泛类型>,涉及公共场所卫生管理规范。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十七条第(七)项的规定
《公共场所卫生管理条例实施细则》第三十九条第一款,卫生健康,ai,True,<泛类型>,依据公共场所卫生管理条例，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十九条第一款
《公共场所卫生管理条例实施细则》第三十五条第一款,卫生健康,ai,True,<泛类型>,公共场所卫生管理规范，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十五条第一款
《公共场所卫生管理条例实施细则》第三十五条第一款、,卫生健康,ai,True,<泛类型>,依据公共场所卫生管理条例实施细则。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十五条第一款、
《公共场所卫生管理条例实施细则》第三十五条第一款第（二）项,卫生健康,ai,True,<泛类型>,公共场所卫生管理规范，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十五条第一款第（二）项
《公共场所卫生管理条例实施细则》第三十八条,卫生健康,ai,True,<泛类型>,《公共场所卫生管理条例》属卫生监管范围。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十八条
《公共场所卫生管理条例实施细则》第三十八条,卫生健康,ai,True,<泛类型>,公共场所卫生管理，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十八条
《公共场所卫生管理条例实施细则》第三十八条;第三十六条第一项,卫生健康,ai,True,<泛类型>,公共场所卫生管理条例，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十八条;第三十六条第一项
《公共场所卫生管理条例实施细则》第三十八条、第三十六条第一款第(二)项,卫生健康,ai,True,<泛类型>,公共场所卫生管理条例，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十八条、第三十六条第一款第(二)项
《公共场所卫生管理条例实施细则》第三十八条、第三十六条第二项,卫生健康,ai,True,<泛类型>,公共场所卫生管理条例，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十八条、第三十六条第二项
《公共场所卫生管理条例实施细则》第三十六条,卫生健康,ai,True,<泛类型>,公共场所卫生监管，属医疗卫生范畴。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十六条
《公共场所卫生管理条例实施细则》第三十六条第(一)项、,卫生健康,ai,True,<泛类型>,依据公共场所卫生管理条例实施细则规定。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十六条第(一)项、
《公共场所卫生管理条例实施细则》第三十六条第(一)项的规定,卫生健康,ai,True,<泛类型>,公共场所卫生管理条例属于卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十六条第(一)项的规定
《公共场所卫生管理条例实施细则》第三十六条第(二)项,卫生健康,ai,True,<泛类型>,依据公共场所卫生管理条例，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十六条第(二)项
《公共场所卫生管理条例实施细则》第三十六条第(二)项,卫生健康,ai,True,<泛类型>,公共场所卫生管理，属医疗卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十六条第(二)项
《公共场所卫生管理条例实施细则》第三十六条第一款,卫生健康,ai,True,<泛类型>,公共场所卫生管理条例，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十六条第一款
《公共场所卫生管理条例实施细则》第三十六条第一款第（一）项,卫生健康,ai,True,<泛类型>,依据公共场所卫生管理条例内容归入医疗卫生。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十六条第一款第（一）项
《公共场所卫生管理条例实施细则》第三十六条第一款第（二）项,卫生健康,ai,True,<泛类型>,公共场所卫生管理规范，属医疗卫生。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十六条第一款第（二）项
《公共场所卫生管理条例实施细则》第三十六条第一项,卫生健康,ai,True,<泛类型>,公共场所卫生管理规范，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十六条第一项
《公共场所卫生管理条例实施细则》第三十六条第二项,卫生健康,ai,True,<泛类型>,公共场所卫生管理法规，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十六条第二项
《公共场所卫生管理条例实施细则》第三十六条第二项,卫生健康,ai,True,<泛类型>,公共场所卫生管理条例属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十六条第二项
《公共场所卫生管理条例实施细则》第三十六条第（一）项,卫生健康,ai,True,<泛类型>,公共场所卫生管理规范，属卫生领域。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十六条第（一）项
《公共场所卫生管理条例实施细则》第三十六条第（二）项,卫生健康,ai,True,<泛类型>,公共场所卫生管理规范，属医疗卫生。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十六条第（二）项
《公共场所卫生管理条例实施细则》第三十六条第（二）项,卫生健康,ai,True,<泛类型>,公共场所卫生管理规定，属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第三十六条第（二）项
《公共场所卫生管理条例实施细则》第二十二条第一款,卫生健康,ai,True,<泛类型>,《公共场所卫生管理条例》属卫生监管。,医疗卫生,(6-7) 泛型法条被AI分为具体分类'卫生健康'，应删除 | 原标记: <泛类型> | 法条: 《公共场所卫生管理条例实施细则》第二十二条第一款
